title~views~uptime_y~uptime_m~uptime_d~link
As=C3=AD es el PRIMER OXXO del mundo | =C2=BFC=C3=B3mo fue tan exitoso? =F0=9F=9B=92~133,390~0~1~29~https://www.youtube.com/watch?v=3DWa7zKL2abFc
TRES MILLONES DE REGALOS!~2,418,016~6~73~2220~https://www.youtube.com/watch?v=3D2QG2J7ZCJWo
STREET FOOD CHALLENGE~10,507,903~6~73~2220~https://www.youtube.com/watch?v=3DJIoKKLc7ViM
THE SECRET WEEK OF YOUTUBE!~9,141,801~6~73~2220~https://www.youtube.com/watch?v=3DScG8MKOwrXk
UNA OCASI=C3=93N ESPECIAL~4,398,899~6~73~2220~https://www.youtube.com/watch?v=3DStD-C2qncBA
Lugares 31 A=C3=91OS DESPU=C3=89S del terremoto~3,748,575~6~73~2220~https://www.youtube.com/watch?v=3Dj8BeNonYU2w
LET'S GO TO THE SUPERMARKET~9,158,642~6~73~2220~https://www.youtube.com/watch?v=3DVoJ3KmReLX4
MIEDO A LAS AGUJAS~2,658,111~7~85~2585~https://www.youtube.com/watch?v=3Dhlvs4J9lY3g
Video UNEDITED by Luisito~8,348,960~7~85~2585~https://www.youtube.com/watch?v=3DW7VPKaDhBTs
YA ERA HORA DE CORTARLO~5,467,661~7~85~2585~https://www.youtube.com/watch?v=3Dx4gkbO15kyM
UN D=C3=8DA CON UN CUIDA COCHES~2,043,471~7~85~2585~https://www.youtube.com/watch?v=3D302aAujGyos
CONOCIENDO EL MAR ROSA! | M=C3=A9rida Yucat=C3=A1n~3,254,476~7~85~2585~https://www.youtube.com/watch?v=3DM4Yhd8nsFnY
THE CITY FLOODED~14,627,463~7~85~2585~https://www.youtube.com/watch?v=3DKaW438PyreE
AL=C3=89RGICO A LA VIDA~2,337,082~7~85~2585~https://www.youtube.com/watch?v=3DwU2KS1TVMvE
CHEAP vs. EXPENSIVE food~45,659,680~7~85~2585~https://www.youtube.com/watch?v=3DGkPFYufZ2oo
Mi vida es un DESASTRE~2,343,981~7~85~2585~https://www.youtube.com/watch?v=3Dgf6bTNpCXE8
THE LAND OF LLAMAS~7,166,549~7~85~2585~https://www.youtube.com/watch?v=3DqHdb5pS8dYE
Esto DE VERDAD se come!~4,948,461~7~85~2585~https://www.youtube.com/watch?v=3DSEkjt5NeP8c
Una noche con un REPARTIDOR DE PERI=C3=93DICOS | Trabajan mientras duermes~2,927,022~7~85~2585~https://www.youtube.com/watch?v=3Dh5-oyRETUg8
Being VEGAN for a week!~17,749,076~7~85~2585~https://www.youtube.com/watch?v=3DK1adGMdN4SA
MI COCHE NUEVO!~3,953,990~7~85~2585~https://www.youtube.com/watch?v=3DMgJ-Ea2S0vE
=C2=BFARTE o VANDALISMO? | Un d=C3=ADa con un grafitero~3,842,874~7~85~2585~https://www.youtube.com/watch?v=3DF5J5ZdKqYjU
La escuela DEL FUTURO?!~3,542,590~7~85~2585~https://www.youtube.com/watch?v=3DolJ5NUSFjaw
D=C3=ADa NACIONAL de Pok=C3=A9mon!~1,556,477~7~85~2585~https://www.youtube.com/watch?v=3DB5I_YjtYv20
CHEAP vs. EXPENSIVE clothing~13,828,273~7~85~2585~https://www.youtube.com/watch?v=3D73ViqE0FysE
=C2=BFLOS VIDEOJUEGOS NOS ESCLAVIZAN?~1,929,753~7~85~2585~https://www.youtube.com/watch?v=3D_wniCCcVXy0
ENCONTRANDO A MI ABUELO~1,430,610~7~85~2585~https://www.youtube.com/watch?v=3D1NXF_igJol4
Nadando en 1,000 litros DE CERVEZA! | Berlin~3,759,711~7~85~2585~https://www.youtube.com/watch?v=3Dlkd1998hz8I
Productos LEGALES con MARIHUANA | Praga~6,395,796~7~85~2585~https://www.youtube.com/watch?v=3DOtZyucje-6Q
Una iglesia DE HUESOS HUMANOS! | Rep=C3=BAblica Checa~4,094,795~7~85~2585~https://www.youtube.com/watch?v=3DGdSbjMU18Pk
UN VIDEO DE TERROR?~1,689,854~7~85~2585~https://www.youtube.com/watch?v=3DpbJAtY9kcA4
VIAJAR CON DOS MUJERES~6,703,512~7~85~2585~https://www.youtube.com/watch?v=3DFlJaaAtDZ7U
POK=C3=89MON GO DE NOCHE EN BARES!!!~1,586,771~7~85~2585~https://www.youtube.com/watch?v=3D75Pq3ERd1K0
Subiendo al legendario letrero de HOLLYWOOD!~4,003,195~7~85~2585~https://www.youtube.com/watch?v=3DgRuO3Tn-6s0
PRIMERA VEZ SURFEANDO | Los Angeles~2,923,411~7~85~2585~https://www.youtube.com/watch?v=3Dv8rsGooS8kY
ATRAPANDO POK=C3=89MON EN LA CALLE~4,603,120~7~85~2585~https://www.youtube.com/watch?v=3D8bVE2nRwuiU
LO M=C3=81S CERCANO A VOLAR~1,851,399~7~85~2585~https://www.youtube.com/watch?v=3DBcdKUhMJxlI
BIKINI BRASILE=C3=91O | Brasil~5,584,724~7~85~2585~https://www.youtube.com/watch?v=3DE0P0EdJckfE
A WONDERFUL PLACE! Brazil~7,018,643~7~85~2585~https://www.youtube.com/watch?v=3Dp9roL8ETcfo
FIRST CLASS vs. TOURIST~11,495,486~7~85~2585~https://www.youtube.com/watch?v=3DAg1JEpp9fos
PLAYA LLENA DE LOCURAS! | Venice Beach~3,378,456~7~85~2585~https://www.youtube.com/watch?v=3DnskPfbKjPY0
EL PEOR DESAYUNO!~21,524,030~7~85~2585~https://www.youtube.com/watch?v=3DDtMkpxWkV3o
=C2=BFC=C3=B3mo consegu=C3=AD DOS MILLONES de suscriptores?~1,523,544~7~85~2585~https://www.youtube.com/watch?v=3DozFH5wl3EKI
BICICLETAS QUE VUELAN?~3,465,911~7~85~2585~https://www.youtube.com/watch?v=3D7mTEpzJSz9M
LA MEJOR MASCOTA!~6,619,122~7~85~2585~https://www.youtube.com/watch?v=3DJsnB0q76kyo
THE KING OF THE MACHINES~8,670,305~7~85~2585~https://www.youtube.com/watch?v=3DUV7--JcG0pk
Reto de la fotograf=C3=ADa BAJO LA LLUVIA~1,487,622~7~85~2585~https://www.youtube.com/watch?v=3DzrQDfVOZzJ8
A market with street food FROM ALL OVER THE WORLD!~9,579,767~7~85~2585~https://www.youtube.com/watch?v=3Dss9hXnwFCDI
EL PODER DE UN DEDO~1,285,917~7~85~2585~https://www.youtube.com/watch?v=3DtGIjkiU7OeY
GLADIADOR POR UN D=C3=8DA~1,005,601~7~85~2585~https://www.youtube.com/watch?v=3D3fuGSDYLP3I
THE WORST INVENTION? Skateboards &quot;of the future&quot;!~8,592,429~7~85~2585~https://www.youtube.com/watch?v=3DOshBrF8K9p8
MI PRIMERA ALFOMBRA ROJA!~5,660,791~7~85~2585~https://www.youtube.com/watch?v=3DnebGnjY35gY
PARA=C3=8DSO DE LA FOTOGRAF=C3=8DA~1,687,855~7~85~2585~https://www.youtube.com/watch?v=3DaoRW7iWXwoM
UN PARQUE PARA SALTAR!~3,071,119~7~85~2585~https://www.youtube.com/watch?v=3DbdGqXeudcw0
=C2=BFTODO ES MENTIRA?~1,149,226~7~85~2585~https://www.youtube.com/watch?v=3DuCazXB5oV7I
EL REGALO PERFECTO!~1,386,395~7~85~2585~https://www.youtube.com/watch?v=3D-qrGJsF2zZY
TAXI vs UBER vs METRO~5,216,523~7~85~2585~https://www.youtube.com/watch?v=3DC66ugGAAr3E
=C2=BFEL TRABAJO MEJOR PAGADO?~2,656,494~7~85~2585~https://www.youtube.com/watch?v=3DOZq6-mBQdAE
COCHES EN EL DESIERTO!~1,369,642~7~85~2585~https://www.youtube.com/watch?v=3D6-Tnx5eARTM
LAMBORGHINI POR UN D=C3=8DA~6,697,926~7~85~2585~https://www.youtube.com/watch?v=3DKuFsWx030wQ
PRIMERA VEZ VOLANDO UN AVI=C3=93N~3,567,764~7~85~2585~https://www.youtube.com/watch?v=3DK8UxTHbgAs4
Consumption: FUN vs. ADDICTION~9,682,573~7~85~2585~https://www.youtube.com/watch?v=3DFkf2GwwTwfA
A PARK FULL OF CATS!~13,081,714~7~85~2585~https://www.youtube.com/watch?v=3DaplJVA3ZkVo
FIESTA CON LOS ARGENTINOS~4,499,473~7~85~2585~https://www.youtube.com/watch?v=3Dzhn45AXwScU
Caminando por las calles de ARGENTINA!~2,959,442~7~85~2585~https://www.youtube.com/watch?v=3DzkkRifTPPD4
UN PILLO EN ARGENTINA~3,548,134~7~85~2585~https://www.youtube.com/watch?v=3DXnW8v70Ztk8
UN DRONE EN EL MAR~2,811,719~7~85~2585~https://www.youtube.com/watch?v=3DpL6K32emjck
REVIVIENDO BUENOS TIEMPOS~1,054,385~7~85~2585~https://www.youtube.com/watch?v=3DFLwvSKt5p38
UN D=C3=8DA CON UNA INDIGENTE~4,576,117~7~85~2585~https://www.youtube.com/watch?v=3DGyzF49k7JMk
EL LUGAR M=C3=81S DIVERTIDO~1,524,929~7~85~2585~https://www.youtube.com/watch?v=3Diye23_q_mpY
ESTE VIDEO FUE UN FRACASO~3,592,998~7~85~2585~https://www.youtube.com/watch?v=3D9ZcvcTa5-ck
A MILLION FREE THINGS~9,152,358~7~85~2585~https://www.youtube.com/watch?v=3DqtvfhRlv9DE
INTENTANDO SER FAMOSO~2,308,312~7~85~2585~https://www.youtube.com/watch?v=3DOvWt-LnzWAE
VIENTO Y CAOS EN LA CIUDAD~1,854,092~7~85~2585~https://www.youtube.com/watch?v=3DqFqTt-QqR2w
COSPLAYS =C3=89PICOS (TNT 2016)~849,715~7~85~2585~https://www.youtube.com/watch?v=3DcK0xk5epYKo
=C2=BFQU=C3=89 HACER A LAS 3 AM?~5,705,963~7~85~2585~https://www.youtube.com/watch?v=3DxAl7f5pCMH0
UN D=C3=8DA CON VENDEDORES DEL METRO~3,896,985~7~85~2585~https://www.youtube.com/watch?v=3DfIfioE6ALWQ
PRIMERA VEZ CON UN DRONE~1,748,191~7~85~2585~https://www.youtube.com/watch?v=3Dm7k2zuATiyw
CAMBIANDO CARAS CON EXTRA=C3=91OS~2,595,196~7~85~2585~https://www.youtube.com/watch?v=3DipuykAsgCWE
EL PROBLEMA DE SER IMPUNTUAL~731,456~7~85~2585~https://www.youtube.com/watch?v=3D6JdFMP8S1ZQ
FAKE CIGARS vs. ORIGINAL CIGARS~11,361,718~7~85~2585~https://www.youtube.com/watch?v=3DA_F9XLdPDQA
LA BEBIDA DEL AMOR (con DebRyanShow)~2,223,519~7~85~2585~https://www.youtube.com/watch?v=3DAmewZIuPRBw
EL PAPA EN M=C3=89XICO~2,265,199~7~85~2585~https://www.youtube.com/watch?v=3D02b0Dih_VQo
ILEGALES PERO DELICIOSOS~4,688,965~7~85~2585~https://www.youtube.com/watch?v=3Dt43cmbezy-M
Sobreviviendo en la Intemperie~1,165,100~7~85~2585~https://www.youtube.com/watch?v=3DkkUYhLEjwnY
PRIMERA VEZ CON REALIDAD VIRTUAL~1,496,453~7~85~2585~https://www.youtube.com/watch?v=3DuPO0t58LD88
LOS HOMBRES BANANA (el duelo)~452,743~7~85~2585~https://www.youtube.com/watch?v=3DEyf8GhLJ62c
Probando la nueva camarita | VIDEO 360=C2=BA~1,146,739~7~85~2585~https://www.youtube.com/watch?v=3DWS8BOkB-Ino
Experimentos Borrachos~1,776,203~7~85~2585~https://www.youtube.com/watch?v=3DsyjDksW5_x8
TRADUCIENDO CANCIONES (mi debut como cantante)~2,351,209~7~85~2585~https://www.youtube.com/watch?v=3DSrZFhm1Fcf8
Un d=C3=ADa con Luisito | VIDEO 360=C2=BA~5,266,715~7~85~2585~https://www.youtube.com/watch?v=3DAtbf4Inu4cc
La Ciudad del Pecado | LAS VEGAS~3,293,092~7~85~2585~https://www.youtube.com/watch?v=3DWngnAD9J9P0
La ciudad de las DROGAS LEGALES | Amsterdam~6,403,012~7~85~2585~https://www.youtube.com/watch?v=3DQ1Pi6t48khs
EL MEJOR A=C3=91O DE MI VIDA~334,614~7~85~2585~https://www.youtube.com/watch?v=3D5HGkdwSYlqM
SHOTS con mi mam=C3=A1~863,290~7~85~2585~https://www.youtube.com/watch?v=3DnPKxDE0i7Cg
Gal=C3=A1n de Balneario H=C3=BAngaro | EUROPA~1,413,346~7~85~2585~https://www.youtube.com/watch?v=3DFuMjJtkNRT8
Perdidos en Hungr=C3=ADa :(~896,966~7~85~2585~https://www.youtube.com/watch?v=3DWdSt22TUSo0
Un paseo en Ferrari | ITALIA~1,622,921~7~85~2585~https://www.youtube.com/watch?v=3DqLDaRgOB9us
Una ciudad sin autos | VENECIA~2,410,270~7~85~2585~https://www.youtube.com/watch?v=3DucbdRoloIAE
Euro-Aventuras con Luisillo | ROMA~1,224,940~7~85~2585~https://www.youtube.com/watch?v=3DJvq7ysgF4zM
Un Pillo en Italia | EURO-AVENTURA~1,053,913~7~85~2585~https://www.youtube.com/watch?v=3DZP7w9rIsoYg
EL MOJITO M=C3=81S GRANDE DEL MUNDO~1,543,486~7~85~2585~https://www.youtube.com/watch?v=3DkHwsQE5kTIg
Lo que TODO HOMBRE debe tener en su nevera~1,931,808~7~85~2585~https://www.youtube.com/watch?v=3DgAFWOwIwU-4
LA CUBETA DE LA FELICIDAD~1,776,219~7~85~2585~https://www.youtube.com/watch?v=3DcJ1OCn8f6mw
MI NUEVA CASA!~3,791,672~7~85~2585~https://www.youtube.com/watch?v=3DKnQr08I9Dg0
=C2=BFC*GER, CASAR O MATAR?~933,880~7~85~2585~https://www.youtube.com/watch?v=3DuC8ec7IoQcE
Quiero estornudar, pero tengo diarrea! | Consejos~789,990~7~85~2585~https://www.youtube.com/watch?v=3D2D-MMjtRfWM
Parque de diversiones DE TERROR! (con La Chule)~4,684,788~7~85~2585~https://www.youtube.com/watch?v=3D65eye-PsyLM
La triste realidad de ser un ZOMBIE~954,585~7~85~2585~https://www.youtube.com/watch?v=3D1EGdyQ0J8tY
=C2=A1ME VUELVO ZOMBIE!~694,870~7~85~2585~https://www.youtube.com/watch?v=3DjWHbhIzd4d0
EL SIGNIFICADO DE LOS EMOTICONES~2,645,672~7~85~2585~https://www.youtube.com/watch?v=3DeBEDbBm-TZ0
RAZONES POR LAS QUE NO ME BA=C3=91O~1,305,261~7~85~2585~https://www.youtube.com/watch?v=3DjabXwJBtd_A
VIDEO PARA MILLONARIOS~2,551,746~7~85~2585~https://www.youtube.com/watch?v=3DDFTLHuxLwKI
ALUCINOGENIC FUNGI (my first time)~12,668,979~8~97~2951~https://www.youtube.com/watch?v=3DmCipjZhL-SU
=C2=BFQU=C3=89 PREFIERES? (en la calle)~1,617,859~8~97~2951~https://www.youtube.com/watch?v=3D2WuakFUNHPU
EMBUDO =C3=89PICO PARA LA FIESTA~1,014,677~8~97~2951~https://www.youtube.com/watch?v=3Dy158omxQpD8
EMBARAC=C3=89 A LA PRIMA DE MI ABUELA | Consejos Urbanos~1,033,306~8~97~2951~https://www.youtube.com/watch?v=3Dx6Bv9HVBQjE
THEY FLAT IRON MY HAIR!~8,413,610~8~97~2951~https://www.youtube.com/watch?v=3D0a0bzwcq9Vk
=C2=BFPonerte borracho SIN ALCOHOL?~1,672,384~8~97~2951~https://www.youtube.com/watch?v=3DkdkUKYkruh8
Canciones que ODIAS pero CANTAS BORRACHO~1,131,724~8~97~2951~https://www.youtube.com/watch?v=3DO6RZFmloLpQ
Vivir Solo: LA CRUDA REALIDAD~3,516,189~8~97~2951~https://www.youtube.com/watch?v=3DAsZowYXLFYs
SEMEN DE PITUFO (con Screamau)~2,524,750~8~97~2951~https://www.youtube.com/watch?v=3DVuq7RYmOEuU
MARIHUANA COMESTIBLE (mi primera vez)~5,234,292~8~97~2951~https://www.youtube.com/watch?v=3DuBlONgmpH90
LA BEBIDA LIMPIA-PISOS: Golpe de Hulk~1,139,016~8~97~2951~https://www.youtube.com/watch?v=3DwTPuEuDSyj4
GENTE MOLESTA EN EL ANTRO~806,318~8~97~2951~https://www.youtube.com/watch?v=3D_tbMZesl3IA
D=C3=ADa de viajar y TWERKEAR | Provinciano en la Ciudad~865,325~8~97~2951~https://www.youtube.com/watch?v=3DrTmmv_59P7A
BEBIDA DE PRINCESA (para la fiesta)~2,080,570~8~97~2951~https://www.youtube.com/watch?v=3DxkGMvnk96Lk
Preparatoria: LO QUE DEBES SABER~3,941,964~8~97~2951~https://www.youtube.com/watch?v=3DsreWBq9bkpo
Universidad: LA REALIDAD AL ENTRAR~3,727,135~8~97~2951~https://www.youtube.com/watch?v=3D9_C_5kJgqI0
=C2=BFTus mejores trucos para conquistar? | ENTREVISTAS~1,480,634~8~97~2951~https://www.youtube.com/watch?v=3DLgXI4_xAi9U
Tips para tener un viaje =C3=89PICO~342,944~8~97~2951~https://www.youtube.com/watch?v=3DGYobAsa3U2A
ARMA LA FIESTA CON 60 PESOS~5,004,897~8~97~2951~https://www.youtube.com/watch?v=3DHn3WsCJKXOg
=C2=BFTener AMIGOS CON DERECHOS?~1,093,813~8~97~2951~https://www.youtube.com/watch?v=3DSssic8SfmWo
M=C3=BAsica BANDA vs REGGAET=C3=93N~528,891~8~97~2951~https://www.youtube.com/watch?v=3DSPoK1RL4LjE
Joven Pillo vs Otakus~385,744~8~97~2951~https://www.youtube.com/watch?v=3D2yimb3Bcuaw
Shot: LA SAND=C3=8DA BORRACHA~939,845~8~97~2951~https://www.youtube.com/watch?v=3DcVgC941bOFI
=C3=81FRICA PARA NOVATOS | Provinciano en la Ciudad~1,101,431~8~97~2951~https://www.youtube.com/watch?v=3DyEFVBdxdY_I
Un D=C3=ADa de Hurac=C3=A1n | Provinciano en la Playa~2,503,358~8~97~2951~https://www.youtube.com/watch?v=3D9q_cdPGJcuM
EL SHOT HIPSTER/VEGETARIANO~699,319~8~97~2951~https://www.youtube.com/watch?v=3D7b152nNOaBg
Travesuras en la Comic-Con 2 | ConComics 2015~520,968~8~97~2951~https://www.youtube.com/watch?v=3DyEyhs3HxUPY
Modelos de Revista por un D=C3=ADa | Provinciano en la Ciudad~675,763~8~97~2951~https://www.youtube.com/watch?v=3D1jnpEfY_07k
D=C3=ADa de Lucha Libre | Provinciano en la Ciudad~1,064,167~8~97~2951~https://www.youtube.com/watch?v=3Dku7Qw22Ef_Q
=C2=BFLigar por internet? | ENTREVISTAS~1,020,094~8~97~2951~https://www.youtube.com/watch?v=3DYa6sQwwuR_o
Los Reyes del After-Party~5,534,610~8~97~2951~https://www.youtube.com/watch?v=3D7sI4tlTTEUI
Gangsters BAJO LA NIEVE | Provinciano en NY~573,391~8~97~2951~https://www.youtube.com/watch?v=3Dh9pbgj5f8GI
Tips para fiestas y bares~3,076,118~8~97~2951~https://www.youtube.com/watch?v=3DHew-v-9pNeU
Amor por cosas materiales~646,598~8~97~2951~https://www.youtube.com/watch?v=3DPNrvRjJ2LSM
Dear thief...~11,310,247~8~97~2951~https://www.youtube.com/watch?v=3DKPrWcIDZpGQ
MI PRIMERA VEZ (en el norte) | Provinciano en el Norte~833,826~8~97~2951~https://www.youtube.com/watch?v=3DzmqklSkoKE8
Shots: Pandita Borracho~1,534,572~8~97~2951~https://www.youtube.com/watch?v=3DrugRiWXrlMY
SELFIE-STICK~431,631~8~97~2951~https://www.youtube.com/watch?v=3DLWJqazfQkMw
Aves Rapaces en Nueva York (con mi pap=C3=A1) | Provinciano en NY~633,339~8~97~2951~https://www.youtube.com/watch?v=3DIK3_TcxfhbQ
Lobo solitario en Nueva York | Provinciano en NY~1,466,631~8~97~2951~https://www.youtube.com/watch?v=3D8v7L6cewKHs
Entrevistas en el MONUMENTO A LA REVOLUCI=C3=93N CDMX~1,625,799~8~97~2951~https://www.youtube.com/watch?v=3D7hSyPQ7Qpa8
Moda de San Juditas y Tepito | Provinciano en DF~1,523,725~8~97~2951~https://www.youtube.com/watch?v=3DwqyH-FEFdV8
Rap del Dinero: Lectura Dram=C3=A1tica (La Yegua del Tiempo)~426,254~8~97~2951~https://www.youtube.com/watch?v=3DjwgavuThv00
Parques de Diversiones | Provinciano en DF~1,293,804~8~97~2951~https://www.youtube.com/watch?v=3DjOGS_354soU
Odio los grupos de WHATSAPP~361,055~8~97~2951~https://www.youtube.com/watch?v=3DcgKb6UMB9hs
Aves Ex=C3=B3ticas y Brujer=C3=ADa en el Mercado | Provinciano en DF~2,133,395~8~97~2951~https://www.youtube.com/watch?v=3D2AXB1aSODgM
En 2014 aprend=C3=AD...~231,209~8~97~2951~https://www.youtube.com/watch?v=3DQ7H-gpVrPLI
S=C3=ADgueme y te sigo...~295,052~8~97~2951~https://www.youtube.com/watch?v=3D5M-1V1rKuec
=C2=BFQu=C3=A9 sue=C3=B1os raros tienes?~3,347,468~8~97~2951~https://www.youtube.com/watch?v=3Dusaqf4Qo9Fc
Marihuana por doquier | Provinciano en AMSTERDAM~1,737,709~8~97~2951~https://www.youtube.com/watch?v=3DjIdiq3p-iXQ
=C2=BFSexualmente atractivo en MADRID?~4,148,929~8~97~2951~https://www.youtube.com/watch?v=3DAmNknSjqD5A
Ayotzinapa: =C2=BFuno de cu=C3=A1ntos?~404,127~8~97~2951~https://www.youtube.com/watch?v=3DrcYJNSpzrSo
Galaneando en el Balneario | Provinciano en DF~4,186,612~9~109~3316~https://www.youtube.com/watch?v=3D8DqECcoyNAA
Conversaciones de VEGETARIANOS~1,029,828~9~109~3316~https://www.youtube.com/watch?v=3Dzt-q_FB9ZgE
Kit para FIESTAS PATRIAS 5000~266,424~9~109~3316~https://www.youtube.com/watch?v=3DLt3zopYFtKE
Conversaciones de Pubertos~3,942,805~9~109~3316~https://www.youtube.com/watch?v=3DhtiFMIn2uA0
Halcones Bigotones en Fiestones | Provinciano en DF~466,924~9~109~3316~https://www.youtube.com/watch?v=3DB9AgRY3f7F0
GIVE ME A CIGARETTE OR I'LL K!LL YOU~7,964,625~9~109~3316~https://www.youtube.com/watch?v=3DJubvUoWz_vg
Poes=C3=ADa: Recitar para PERREAR~625,389~9~109~3316~https://www.youtube.com/watch?v=3DYptF84ZJhTY
Taxista Pachanguero | Provinciano en DF~449,123~9~109~3316~https://www.youtube.com/watch?v=3DutqKYE2PHFk
Chiqui-Cuates en el Metro | Provinciano en DF~799,594~9~109~3316~https://www.youtube.com/watch?v=3D2T-srA72Gp0
Sexually Attractive in the Zona Rosa?~13,799,427~9~109~3316~https://www.youtube.com/watch?v=3DpI3Q0Aos6mw
El Hijo de la Mafia Italiana~450,450~9~109~3316~https://www.youtube.com/watch?v=3DzATo1JEsZbI
HUEVA EN VACACIONES (Infomercial)~188,474~9~109~3316~https://www.youtube.com/watch?v=3D2Zvaw-b9pNw
Travesuras en la Comic-Con | La Mole 2014~5,878,448~9~109~3316~https://www.youtube.com/watch?v=3DNdEAeZvyGEw
Mainstreamlandia: Cortometraje Hipster~151,885~9~109~3316~https://www.youtube.com/watch?v=3DYwQlqlNuyRQ
=C2=BFSer Feliz?~240,464~9~109~3316~https://www.youtube.com/watch?v=3DqAea9R4TpLk
Ser vegetariano para presumir~323,861~9~109~3316~https://www.youtube.com/watch?v=3D1rpudhLW5YU
Comentarios feos :(~2,694,499~9~109~3316~https://www.youtube.com/watch?v=3DJ-NrkhxWCAQ
Entrevistas Chistosas sobre Tamales~474,186~9~109~3316~https://www.youtube.com/watch?v=3DPFnKrky3MdA
Espa=C3=B1ol MEXICANO vs GUATEMALTECO~2,967,178~9~109~3316~https://www.youtube.com/watch?v=3DZ2vfQ5a46dI
El Chuck Norris Mexicano~295,280~9~109~3316~https://www.youtube.com/watch?v=3DY9c_YZNodyI
La Rosa de Guadalupe me educ=C3=B3~351,372~9~109~3316~https://www.youtube.com/watch?v=3Dv-3h8eVVioE
Entrevistas Chistosas en Comic-Con | La Mole Dic. 2013~2,302,382~9~109~3316~https://www.youtube.com/watch?v=3DDj-XulQPIzQ
Entrevistas Chistosas sobre P0rn0gr@f=C3=ADa~1,511,474~9~109~3316~https://www.youtube.com/watch?v=3D886fi5CPl-Q
Entrevistas en MARCHA GAY 2013~1,748,984~9~109~3316~https://www.youtube.com/watch?v=3DHyVwBjR2dKk
Halloween es del Diablo (Entrevistas Chistosas) | #SemanaDelPapilord 1/7~765,479~9~109~3316~https://www.youtube.com/watch?v=3DvA6PF8su8bc
FISH: El Nuevo YOLO~146,724~10~121~3681~https://www.youtube.com/watch?v=3DlqL4NIPkJBg
DAFT PUNK vs HIPSTER~84,355~10~121~3681~https://www.youtube.com/watch?v=3D-moHcuiP6ko
VICIOS (Entrevistas)~2,727,727~10~121~3681~https://www.youtube.com/watch?v=3DDHUJRbZlIJ0
Ense=C3=B1anzas Reggaetoneras~93,700~10~121~3681~https://www.youtube.com/watch?v=3D3qCDnteQnII
Tips Hipster: Transporte y Estilo~235,837~10~121~3681~https://www.youtube.com/watch?v=3DRqVbuDizldE
DRAW MY CHAKA-LIFE~3,509,957~10~121~3681~https://www.youtube.com/watch?v=3D1J6-RkscHF8
PERREO en Semana Santa~772,432~10~121~3681~https://www.youtube.com/watch?v=3D1RL4eDOLbzU
Mirreyes vs Hipsters - Debate parte 2~302,540~10~121~3681~https://www.youtube.com/watch?v=3Dx3o033ueJEY
El Alburero Imb=C3=A9cil~599,410~10~121~3681~https://www.youtube.com/watch?v=3D5GiQNEEEHp4
Sudaderas PULL &amp; BEAR y Maestro Clemente - Bruno El Hipster~194,171~10~121~3681~https://www.youtube.com/watch?v=3D1c9p8q5nQe4
Entrevistas Chistosas sobre NAVIDAD y D=C3=ADa de los Inocentes~272,987~10~121~3681~https://www.youtube.com/watch?v=3DMef4enEqJWs
Preguntas Potables~325,513~10~121~3681~https://www.youtube.com/watch?v=3DIsZl66p863s
Entrevistas sobre FIN DEL MUNDO~715,381~10~121~3681~https://www.youtube.com/watch?v=3DXMQ4sb_R04s
Entrevistas en MARCHA GAY~2,755,340~10~121~3681~https://www.youtube.com/watch?v=3DuNjtom_dGuc
Entrevistas Chistosas con ZOMBIES~333,588~10~121~3681~https://www.youtube.com/watch?v=3DQbdV6RbbV5Y
EL MAGO HIPSTER~66,692~10~121~3681~https://www.youtube.com/watch?v=3DRlfOsE2_p_A
SITUACIONES INC=C3=93MODAS~754,100~11~133~4046~https://www.youtube.com/watch?v=3DZiKVpBPV0fg
iPhone 5 MEXICANO~1,331,374~11~133~4046~https://www.youtube.com/watch?v=3Dl5OH83mLFv8
Demasiado Mainstream Respirar~73,791~11~133~4046~https://www.youtube.com/watch?v=3D3knKwffJPpI
Entrevistas Chistosas sobre Experiencias Extremas~1,190,384~11~133~4046~https://www.youtube.com/watch?v=3DpEwnFqD27QM
Comentarios CRUELES y COOLEROS~705,799~11~133~4046~https://www.youtube.com/watch?v=3D7aDby-S9oTw
Artefactos Hipster, DUDE!!!~154,147~11~133~4046~https://www.youtube.com/watch?v=3DdC69zp0sSKE
Entrevistas Chistosas sobre Supersticiones~627,008~11~133~4046~https://www.youtube.com/watch?v=3DMZFxZYs-QRI
Tips Hipster vs. Chambe: Pantalones~129,333~11~133~4046~https://www.youtube.com/watch?v=3DD_lh2dFnUXM
Entrevistas Chistosas sobre Amor~1,048,870~11~133~4046~https://www.youtube.com/watch?v=3DxZDVq99AkDY
Chambe-Canciones: =C3=89xitos Vals=C3=ADsticos Vol. 1~164,635~11~133~4046~https://www.youtube.com/watch?v=3D3VZZx1b2hHE
Preg=C3=BAntale a Bruno el Hipster~187,593~11~133~4046~https://www.youtube.com/watch?v=3D54z9DVfVrxM
Entrevistas Chistosas sobre Modas~2,865,023~11~133~4046~https://www.youtube.com/watch?v=3DHuPuQwXkH0Q
Theremin, Coca-Cola y Botas Tribal - Bruno el Hipster~211,017~11~133~4046~https://www.youtube.com/watch?v=3DqCf4IRKLC-I
El Planeta es Demasiado Mainstream~449,135~11~133~4046~https://www.youtube.com/watch?v=3Dd8kuQa6Zch8
Entrevistas Chistosas sobre Profesiones~334,761~11~133~4046~https://www.youtube.com/watch?v=3DKgA3qNp4O-s
