title~views~uptime_y~uptime_m~uptime_d~link
'Jimin's Production Diary' Main Trailer~910,836~0~2~55~https://www.youtube.com/watch?v=3DRGYkRNdsd1Y
'Jimin's Production Diary' Teaser Trailer~755,409~0~2~57~https://www.youtube.com/watch?v=3Djvq-6XUeh_A
[=EC=8A=88=EC=B7=A8=ED=83=80] EP.19 TEASER~779,760~0~2~57~https://www.youtube.com/watch?v=3DL6ynJ8sftQU
[BANGTAN BOMB] Jin &amp; j-hope Massage Time?! - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~1,547,607~5~62~1878~https://www.youtube.com/watch?v=3DFkThHc465KA
[BANGTAN BOMB] Get Baby JK's attention - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~7,364,612~5~62~1878~https://www.youtube.com/watch?v=3Do13GlAybPPo
G.C.F in Saipan~16,164,314~5~62~1878~https://www.youtube.com/watch?v=3DM1F1RxkXrDE
[PREVIEW] BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8) 'BTS 2018 SUMMER PACKAGE in SAIPAN'~3,584,217~5~62~1878~https://www.youtube.com/watch?v=3D8tF2Bgga8i8
[BANGTAN BOMB] Who gets up at the end? - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~2,005,380~5~62~1878~https://www.youtube.com/watch?v=3DU0pqlLyLWKc
=E2=80=8B[BANGTAN BOMB] =E2=80=8B'=E2=80=8BFire' Special Stage (BTS focus) @=E2=80=8BBTS COMEBACK SHOW - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~9,818,513~5~62~1878~https://www.youtube.com/watch?v=3DlYC67_STvLI
[BANGTAN BOMB] Camera Director Jung kook &amp; V - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~1,987,770~5~62~1878~https://www.youtube.com/watch?v=3DKql0DXBlGrE
G.C.F in USA~14,452,524~5~62~1878~https://www.youtube.com/watch?v=3D9Lb6ta2bPu4
[BANGTAN BOMB] BTS PROM PARTY : UNIT STAGE BEHIND - =EC=A3=BD=EC=96=B4=EB=8F=84 =EB=84=88=EC=95=BC - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~8,392,771~5~62~1878~https://www.youtube.com/watch?v=3DX89bYonOqaA
=E2=80=8B[BANGTAN BOMB] =E2=80=8B'=E2=80=8BAnpanman' Special Stage (BTS focus) @=E2=80=8BBTS COMEBACK SHOW - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~7,676,438~5~62~1878~https://www.youtube.com/watch?v=3DJs-iYNkddcA
[BANGTAN BOMB] Hobi's self camera @BTS COMEBACK SHOW - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~2,061,821~5~62~1878~https://www.youtube.com/watch?v=3DvDG9afx0Foc
[BANGTAN BOMB] BTS PROM PARTY : UNIT STAGE BEHIND - =EB=95=A1 - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~7,749,180~5~62~1878~https://www.youtube.com/watch?v=3Dh2nKAqf6bvY
=E2=80=8B[BANGTAN BOMB] Jimin sings 'Serendipity' @BTS COUNTDOWN - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8) =E2=80=8B~3,706,430~5~62~1878~https://www.youtube.com/watch?v=3DtIGd1-ckvkc
=E2=80=8B[BANGTAN BOMB] =E2=80=8B'=E2=80=8BTomorrow' Special Stage (BTS focus) @=E2=80=8BBTS COUNTDOWN - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~10,184,541~5~62~1878~https://www.youtube.com/watch?v=3Ddih52x7wqVU
=E2=80=8B[BANGTAN BOMB] =E2=80=8BBTS on standby time @BTS COUNTDOWN - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~1,501,379~5~62~1878~https://www.youtube.com/watch?v=3DcbjZf5AWS8k
[BANGTAN BOMB] Behind the stage of =E2=80=98Dope=E2=80=99 @BTS COUNTDOWN - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~4,547,192~5~62~1878~https://www.youtube.com/watch?v=3DbeVucFK62hY
[BANGTAN BOMB] BTS PROM PARTY : UNIT STAGE - =EB=95=A1 - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~19,241,065~5~62~1878~https://www.youtube.com/watch?v=3DJuZwvYDQ92E
[BANGTAN BOMB] BTS PROM PARTY : UNIT STAGE - =EC=A3=BD=EC=96=B4=EB=8F=84 =EB=84=88=EC=95=BC - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~37,642,566~5~62~1878~https://www.youtube.com/watch?v=3Dtt9nIyzN79Y
[PREVIEW] BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8) 'BTS MEMORIES OF 2017' DVD~1,950,362~5~62~1878~https://www.youtube.com/watch?v=3DSd-QfISrDFA
[2018 FESTA] BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8) '=EC=86=8C=ED=99=95=ED=96=89 List' - j-hope~798,353~5~62~1878~https://www.youtube.com/watch?v=3DOWALcHZi5nY
[2018 FESTA] BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8) '=EC=86=8C=ED=99=95=ED=96=89 List' - Jin~914,704~5~62~1878~https://www.youtube.com/watch?v=3DmM1H8JA-4N0
[2018 FESTA] BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8) '=EC=86=8C=ED=99=95=ED=96=89 List' - SUGA~914,251~5~62~1878~https://www.youtube.com/watch?v=3DXQsYnKO7nt0
[2018 FESTA] BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8) '=EC=86=8C=ED=99=95=ED=96=89 List' - V~1,366,823~5~62~1878~https://www.youtube.com/watch?v=3Ds8wSzJWUsSs
[2018 FESTA] BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8) '=EC=86=8C=ED=99=95=ED=96=89 List' - Jung Kook~1,799,953~5~62~1878~https://www.youtube.com/watch?v=3D3AqMlTSfcjE
[2018 FESTA] BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8) '=EC=86=8C=ED=99=95=ED=96=89 List' - Jimin~1,702,553~5~62~1878~https://www.youtube.com/watch?v=3DAs8fh5LlpFU
[2018 FESTA] BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8) '=EC=86=8C=ED=99=95=ED=96=89 List' - RM~1,020,826~5~62~1878~https://www.youtube.com/watch?v=3DwC2BNKh8xUQ
BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8) '=EB=B0=A9=ED=83=84=ED=9A=8C=EC=8B=9D' #2018BTSFESTA~20,768,007~5~62~1878~https://www.youtube.com/watch?v=3DK4Melso7MPU
BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8) '=EB=B0=A9=ED=83=84=ED=9A=8C=EC=8B=9D' Teaser #2018BTSFESTA~1,805,311~5~62~1878~https://www.youtube.com/watch?v=3DkCHZ6nz8Q40
[CHOREOGRAPHY] BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8) Rehearsal Stage CAM 'Best of Me' @ 4TH MUSTER #2018BTSFESTA~9,605,665~5~62~1878~https://www.youtube.com/watch?v=3DRIJtfWu0b_w
BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8) 'FAKE LOVE' Self MV @Music Bank Encore stage~4,783,062~5~62~1878~https://www.youtube.com/watch?v=3DK6le0eU02mE
[CHOREOGRAPHY] BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8) 'Golden Disk Awards 2018' Dance Practice #2018BTSFESTA~18,668,671~5~62~1878~https://www.youtube.com/watch?v=3D6tJP3Y0QhV4
[EPISODE] BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8) 'FAKE LOVE' MV Shooting~8,466,914~5~62~1878~https://www.youtube.com/watch?v=3DZaOvpvw1NwA
[EPISODE] BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8) 'Euphoria : Theme of LOVE YOURSELF =E8=B5=B7 Wonder' Shooting~4,923,089~5~62~1878~https://www.youtube.com/watch?v=3DkDKnN42BOiI
[CHOREOGRAPHY] BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8) 'FAKE LOVE' Dance Practice~75,150,083~5~62~1878~https://www.youtube.com/watch?v=3DnQySbNGu4g0
[BANGTAN BOMB] =E2=80=98FAKE LOVE=E2=80=99 Live Performance @2018 BBMAs - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~4,546,485~5~62~1878~https://www.youtube.com/watch?v=3D60Ks0ybPuac
BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8) - FAKE LOVE @BTS COMEBACK SHOW~23,732,320~5~62~1878~https://www.youtube.com/watch?v=3DHoz5OQjXEA8
BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8) - Anpanman @BTS COMEBACK SHOW~42,421,432~5~62~1878~https://www.youtube.com/watch?v=3DlOf16ZQDDdE
BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8) - Airplane pt.2 @BTS COMEBACK SHOW~66,539,502~5~62~1878~https://www.youtube.com/watch?v=3DFj3euSYAtnc
[EPISODE] BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8) LOVE YOURSELF =E8=BD=89 'Tear' Jacket shooting sketch~4,761,457~5~62~1878~https://www.youtube.com/watch?v=3DYWM1fCHbp-Q
G.C.F in Osaka~16,664,582~5~62~1878~https://www.youtube.com/watch?v=3DPMEkmiQP5bg
[BANGTAN BOMB] BTS won 1st place (subtitle. Special MC day) @Mcountdown - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~2,311,493~5~62~1878~https://www.youtube.com/watch?v=3DJn7rmGswb28
[BANGTAN BOMB] (toy) MIC Drop by J-HOPE - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~1,968,394~5~62~1878~https://www.youtube.com/watch?v=3Di35Oe5fXePs
[BANGTAN BOMB] BTS '=EA=B3=A0=EB=AF=BC=EB=B3=B4=EB=8B=A4 GO' stage with ARMYperfect voice - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~1,996,462~5~62~1878~https://www.youtube.com/watch?v=3Db3jSr0d2Hw0
[BANGTAN BOMB] VJ Hobi's self camera @Musicbank - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~1,659,624~5~62~1878~https://www.youtube.com/watch?v=3DmHP3XqKHSsY
[BANGTAN BOMB] BTS standby time @ Mcountdown for DNA &amp; MIC Drop comeback stage - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~5,542,402~5~62~1878~https://www.youtube.com/watch?v=3DTLgAdVv9sno
I=E2=80=99d do it all | BTS: Burn the Stage Ep1~371,119,684~5~62~1878~https://www.youtube.com/watch?v=3Dj6zWwAoEi_w&amp;pp=3DsAQB
[BANGTAN BOMB] JIMIN's Piano solo showcase - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~4,759,597~5~62~1878~https://www.youtube.com/watch?v=3DRgzr8LmFHN8
Special Trailer | BTS: Burn The Stage~2,893,147~5~62~1878~https://www.youtube.com/watch?v=3DsJGolNWtHFI&amp;pp=3DsAQB
Official Trailer | BTS: Burn The Stage~8,156,890~5~62~1878~https://www.youtube.com/watch?v=3Dxf-dywd3zx0&amp;pp=3DsAQB
[EPISODE] j-hope 1st mixtape MV Shooting #2~3,780,912~5~62~1878~https://www.youtube.com/watch?v=3DIp7eVuFxiEE
[EPISODE] j-hope 1st mixtape MV Shooting #1~2,978,054~5~62~1878~https://www.youtube.com/watch?v=3D-viInMgMD3o
[BANGTAN BOMB] The cutest boy in the world is Hawaii-kkojili (suntanned JK in Hawaii) for BTS @VLIVE~1,626,450~5~62~1878~https://www.youtube.com/watch?v=3D7PQbMLc_sSs
180111 Jin~1,684,233~5~62~1878~https://www.youtube.com/watch?v=3DmGUe7pyraO8
[BANGTAN BOMB] j-hope &amp; Jimin Dancing in Highlight Reel (Focus ver.) - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~25,665,824~5~62~1878~https://www.youtube.com/watch?v=3DZq89pRZqhk0
[BANGTAN BOMB] BTS' exciting Game room #4 - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~4,400,083~5~62~1878~https://www.youtube.com/watch?v=3Dfcjr0LGB_KE
[BANGTAN BOMB] BTS' exciting Game room #3 - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~4,354,947~5~62~1878~https://www.youtube.com/watch?v=3DHDPRzJ97Zos
[BANGTAN BOMB] BTS' exciting Game room #2 - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~2,989,132~5~62~1878~https://www.youtube.com/watch?v=3DxQXuZlD0h_c
[BANGTAN BOMB] BTS' exciting Game room #1 - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~5,666,899~5~62~1878~https://www.youtube.com/watch?v=3DykZi4U9669A
[BANGTAN BOMB] 'MIC Drop' Special Stage (BTS focus) @2017 MBC =EA=B0=80=EC=9A=94=EB=8C=80=EC=A0=9C=EC=A0=84 - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~19,311,616~5~62~1878~https://www.youtube.com/watch?v=3Dpo5QloRlOsM
[BANGTAN BOMB] '=EA=B3=A0=EB=AF=BC=EB=B3=B4=EB=8B=A4 Go' Special Stage (BTS focus) @2017 MBC =EA=B0=80=EC=9A=94=EB=8C=80=EC=A0=9C=EC=A0=84 - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~31,956,994~5~62~1878~https://www.youtube.com/watch?v=3DT-iAqeqwGKU
[BANGTAN BOMB] Behind the stage of =E2=80=98=EA=B3=A0=EB=AF=BC=EB=B3=B4=EB=8B=A4Go' (heart ver.) @2017 MBC =EA=B0=80=EC=9A=94=EB=8C=80=EC=A0=9C=EC=A0=84 - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~3,281,542~5~62~1878~https://www.youtube.com/watch?v=3DaZsNTviNTfU
171119 =EC=A0=9C=EC=9D=B4=ED=99=89~1,205,905~5~62~1878~https://www.youtube.com/watch?v=3DL-e0JW0Vd38
[BANGTAN BOMB] V&amp;Jungkook Singing at standby time - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~6,682,939~5~62~1878~https://www.youtube.com/watch?v=3D3-FXW0CW_8o
[BANGTAN BOMB] BTS with Special MC Jin @2017 KBS =EA=B0=80=EC=9A=94=EB=8C=80=EC=B6=95=EC=A0=9C - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~2,932,241~5~62~1878~https://www.youtube.com/watch?v=3DWBa75A4KWtM
[EPISODE] BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8) @ 2017 SBS =EA=B0=80=EC=9A=94=EB=8C=80=EC=A0=84~2,690,287~5~62~1878~https://www.youtube.com/watch?v=3DR-ceLUo4fgs
[BANGTAN BOMB] 'MIC Drop' Special Stage (BTS focus) @MAMA - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~20,350,191~5~62~1878~https://www.youtube.com/watch?v=3DfloMqK_yHf8
[BANGTAN BOMB] V=E2=80=99s Surprise Birthday Party - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~15,433,735~5~62~1878~https://www.youtube.com/watch?v=3D42quUBgexy0
[BANGTAN BOMB] Jin=E2=80=99s Surprise Birthday Party - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~6,826,494~5~62~1878~https://www.youtube.com/watch?v=3DE0rZVPFUeyg
[BANGTAN BOMB] '=EB=B4=84=EB=82=A0' Special Stage (BTS focus) @MMA - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~5,820,600~5~62~1878~https://www.youtube.com/watch?v=3DRbv8x3j72Ss
[BANGTAN BOMB] 'DNA' Special Stage (BTS focus) @MMA - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~1,301,945~5~62~1878~https://www.youtube.com/watch?v=3DTBxS2oIUUqc
[EPISODE] BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8) @ 2017 MMA~2,698,703~5~62~1878~https://www.youtube.com/watch?v=3DSjFQifUtOIA
[BANGTAN BOMB] Happy new year 2018! - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~2,316,130~5~62~1878~https://www.youtube.com/watch?v=3D47tC_G1DJ7M
[EPISODE] BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8) @ AMAs 2017~7,125,871~5~62~1878~https://www.youtube.com/watch?v=3DOMjMmULhl_M
[EPISODE] BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8) 'MIC Drop' MV Shooting~10,553,162~5~62~1878~https://www.youtube.com/watch?v=3Dc5_LROaHGtw
[BANGTAN BOMB] BTS 'MIC Drop' MV reaction - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~18,506,784~5~62~1878~https://www.youtube.com/watch?v=3DHQsyxzOCuWA
[PREVIEW] BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8) 2018 Season=E2=80=99s greetings coming~4,400,417~5~62~1878~https://www.youtube.com/watch?v=3D1YEXXIWqkMM
170918 SUGA~1,806,355~5~62~1878~https://www.youtube.com/watch?v=3DuZRlC5V6bXI
[Shout-out] 2018=ED=95=99=EB=85=84=EB=8F=84 =EB=8C=80=ED=95=99=EC=88=98=ED=95=99=EB=8A=A5=EB=A0=A5=EC=8B=9C=ED=97=98=EC=9D=84 =EB=B3=B4=EB=8A=94 =EC=95=84=EB=AF=B8=EB=93=A4=EC=97=90=EA=B2=8C!~1,265,131~5~62~1878~https://www.youtube.com/watch?v=3Dk0Wi1D7jhWc
[BANGTAN BOMB] '=EA=B3=A0=EB=AF=BC=EB=B3=B4=EB=8B=A4 GO (Halloween ver.)' Behind - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~34,895,593~5~62~1878~https://www.youtube.com/watch?v=3DSxVZFYbn8p0
G.C.F in Tokyo (=EC=A0=95=EA=B5=AD&amp;=EC=A7=80=EB=AF=BC)~33,854,767~5~62~1878~https://www.youtube.com/watch?v=3DXrTNLkqGrlc
[EPISODE] BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8) =E2=80=98Highlight Reel=E2=80=99 sketch~4,081,573~5~62~1878~https://www.youtube.com/watch?v=3Deh_c2tK_200
[BANGTAN BOMB] Jimin=E2=80=99s Surprise Birthday Party - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~11,200,830~5~62~1878~https://www.youtube.com/watch?v=3DLVV7oD2Kmsk
[BANGTAN BOMB] Behind the stage of =E2=80=98MIC Drop=E2=80=99 @BTS DNA COMEBACK SHOW - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~2,416,795~5~62~1878~https://www.youtube.com/watch?v=3DxtqyE06wGPM
[BANGTAN BOMB] Again =E2=80=98No More Dream=E2=80=99 2017! @BTS DNA COMEBACK SHOW - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~1,958,748~5~62~1878~https://www.youtube.com/watch?v=3Dh-tRfjJz0ac
[BANGTAN BOMB] Behind the stage of =E2=80=98=EA=B3=A0=EB=AF=BC=EB=B3=B4=EB=8B=A4Go=E2=80=99 @BTS DNA COMEBACK SHOW - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~2,664,794~5~62~1878~https://www.youtube.com/watch?v=3DjG8NHX-W_Cc
[BANGTAN BOMB] '=EA=B3=A0=EB=AF=BC=EB=B3=B4=EB=8B=A4 GO (GOGO)' Dance Practice (Halloween ver.) - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~237,798,479~5~62~1878~https://www.youtube.com/watch?v=3DFl54gG0B8I0
[BANGTAN BOMB] BTS =E2=80=98DNA=E2=80=99 2x Dance Time @BTS COUNTDOWN - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~17,287,964~5~62~1878~https://www.youtube.com/watch?v=3Do36fxLf8n1w
[PREVIEW] BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8) 2017 BTS Live Trilogy EPISODE III THE WINGS TOUR in Seoul~1,932,586~6~74~2243~https://www.youtube.com/watch?v=3DNsy1cpJDfBg
170902 JIMIN~1,763,179~6~74~2243~https://www.youtube.com/watch?v=3DqGyX3jbVI4Y
[BANGTAN BOMB] 'MIC Drop' Special Stage (BTS focus.) @COMEBACK SHOW - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~9,602,482~6~74~2243~https://www.youtube.com/watch?v=3DEV-NPIGjlMw
[BANGTAN BOMB] 'I NEED U' Stage @COMEBACK SHOW 'BTS DNA' - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~2,386,852~6~74~2243~https://www.youtube.com/watch?v=3Dv8fnFZBOnZc
[BANGTAN BOMB] 'DNA' Special Stage (BTS focus.) @COMEBACK SHOW - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~26,302,165~6~74~2243~https://www.youtube.com/watch?v=3DQBYbEU0vvwM
[EPISODE] BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8) LOVE YOURSELF =E6=89=BF 'Her' Jacket shooting sketch~3,066,158~6~74~2243~https://www.youtube.com/watch?v=3DRX5oEl2vpek
[EPISODE] BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8) 'DNA' MV Shooting~14,917,922~6~74~2243~https://www.youtube.com/watch?v=3DrgRDwhO983s
[CHOREOGRAPHY] BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8) 'DNA' Dance Practice~59,351,806~6~74~2243~https://www.youtube.com/watch?v=3DGEIU_7v40Dw
[BANGTAN BOMB] =E2=80=98No More Dream=E2=80=99 stage @COMEBACK SHOW =E2=80=98BTS DNA=E2=80=99 - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~11,666,974~6~74~2243~https://www.youtube.com/watch?v=3DywTIg9nlqBs
[BANGTAN BOMB] =E2=80=98MIC Drop=E2=80=99 stage @COMEBACK SHOW =E2=80=98BTS DNA=E2=80=99 - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~5,380,869~6~74~2243~https://www.youtube.com/watch?v=3D8umu4kqe9ek
[BANGTAN BOMB] =E2=80=98=EA=B3=A0=EB=AF=BC=EB=B3=B4=EB=8B=A4GO=E2=80=99 stage @COMEBACK SHOW =E2=80=98BTS DNA=E2=80=99 - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~5,345,192~6~74~2243~https://www.youtube.com/watch?v=3Dtucl5RQG-lI
[BANGTAN BOMB] BTS 'DNA' MV REAL reaction @6:00PM (170918) - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~34,738,924~6~74~2243~https://www.youtube.com/watch?v=3DCx6ZYcZnoW4
[BANGTAN BOMB] 613 BTS HOME PARTY Practice - Unit stage 'SIN' - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~4,295,979~6~74~2243~https://www.youtube.com/watch?v=3Dg-vMUABEdOI
[BANGTAN BOMB] 613 BTS HOME PARTY Practice - Unit stage 'R&amp;V' - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~2,774,590~6~74~2243~https://www.youtube.com/watch?v=3DqqAGleRP3ik
[BANGTAN BOMB] 613 BTS HOME PARTY Practice - Unit stage '=EC=82=BC=EC=A4=B4=EC=9D=B4(3J)' - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~33,741,206~6~74~2243~https://www.youtube.com/watch?v=3DW5JB4XsjSXY
[BANGTAN BOMB] '=EB=84=A4=EC=8B=9C' Recording Moment for 613 BTS HOME PARTY by 'R&amp;V' - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~4,045,123~6~74~2243~https://www.youtube.com/watch?v=3DQr1S3QZ_rlQ
170521 V~1,695,763~6~74~2243~https://www.youtube.com/watch?v=3DCSljMbAOcsg
[PREVIEW] BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8) 'BTS 2017 Summer Package'~2,307,998~6~74~2243~https://www.youtube.com/watch?v=3D-BZHpyBDZEE
170419 =EB=9E=A9=EB=AA=AC=EC=8A=A4=ED=84=B0~797,893~6~74~2243~https://www.youtube.com/watch?v=3DsWQpRvUePpU
[PREVIEW] BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8) 'BTS MEMORIES OF 2016' DVD~1,232,846~6~74~2243~https://www.youtube.com/watch?v=3DeG3wHnCNFuY
170416 =EC=A0=9C=EC=9D=B4=ED=99=89~852,106~6~74~2243~https://www.youtube.com/watch?v=3DEcNuZqMR2vU
[FESTA 2017] BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8) =EA=BF=80 FM 06.13 Happy BTS birthday!~8,223,268~6~74~2243~https://www.youtube.com/watch?v=3DcWA6f7g7NUQ
[CHOREOGRAPHY] BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8) '=EC=A2=8B=EC=95=84=EC=9A=94 Part 2' Dance Practice~25,979,311~6~74~2243~https://www.youtube.com/watch?v=3Du2XBh23upio
BTS 'Not Today' Dance Practice~20,708,034~6~74~2243~https://www.youtube.com/watch?v=3D_PwYjNh1bww
[FESTA 2017] BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8) EXCLUSIVE STAGE 'Wings' (BTS Focus.)~3,528,177~6~74~2243~https://www.youtube.com/watch?v=3DE4vqtUCqLsM
